"Statistic Label","Year","County","NACE Rev 2 Economic Sector","UNIT","VALUE"
"Median Weekly Earnings","2011","Co. Tipperary","Administrative and support service activities (N)","Euro","400.83"
"Median Weekly Earnings","2011","Co. Tipperary","Public administration and defence; compulsory social security (O)","Euro","730.95"
"Median Weekly Earnings","2011","Co. Tipperary","Education (P)","Euro","782.22"
"Median Weekly Earnings","2011","Co. Tipperary","Human health and social work activities (Q)","Euro","514.05"
"Median Weekly Earnings","2011","Co. Tipperary","Industry (B to E)","Euro","640.94"
"Median Weekly Earnings","2011","Co. Tipperary","Financial, insurance and real estate activities (K,L)","Euro","677.67"
"Median Weekly Earnings","2011","Co. Tipperary","Arts, entertainment, recreation and other service activities (R,S)","Euro","322.26"
"Median Weekly Earnings","2011","Co. Waterford","All NACE economic sectors","Euro","508.41"
"Median Weekly Earnings","2011","Co. Waterford","Construction (F)","Euro","524.02"
"Median Weekly Earnings","2011","Co. Waterford","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","347.05"
"Median Weekly Earnings","2011","Co. Waterford","Transportation and storage (H)","Euro","532.83"
"Median Weekly Earnings","2011","Co. Waterford","Accommodation and food service activities (I)","Euro","261.81"
"Median Weekly Earnings","2011","Co. Waterford","Information and communication (J)","Euro","650.12"
"Median Weekly Earnings","2011","Co. Waterford","Professional, scientific and technical activities (M)","Euro","499.98"
"Median Weekly Earnings","2011","Co. Waterford","Administrative and support service activities (N)","Euro","383.65"
"Median Weekly Earnings","2011","Co. Waterford","Public administration and defence; compulsory social security (O)","Euro","763.48"
"Median Weekly Earnings","2011","Co. Waterford","Education (P)","Euro","747.17"
"Median Weekly Earnings","2011","Co. Waterford","Human health and social work activities (Q)","Euro","589.69"
"Median Weekly Earnings","2011","Co. Waterford","Industry (B to E)","Euro","751.4"
"Median Weekly Earnings","2011","Co. Waterford","Financial, insurance and real estate activities (K,L)","Euro","625.88"
"Median Weekly Earnings","2011","Co. Waterford","Arts, entertainment, recreation and other service activities (R,S)","Euro","269.94"
"Median Weekly Earnings","2011","Co. Wicklow","All NACE economic sectors","Euro","547.91"
"Median Weekly Earnings","2011","Co. Wicklow","Construction (F)","Euro","585.89"
"Median Weekly Earnings","2011","Co. Wicklow","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","416.87"
"Median Weekly Earnings","2011","Co. Wicklow","Transportation and storage (H)","Euro","685.31"
"Median Weekly Earnings","2011","Co. Wicklow","Accommodation and food service activities (I)","Euro","288.22"
"Median Weekly Earnings","2011","Co. Wicklow","Information and communication (J)","Euro","957.76"
"Median Weekly Earnings","2011","Co. Wicklow","Professional, scientific and technical activities (M)","Euro","610.91"
"Median Weekly Earnings","2011","Co. Wicklow","Administrative and support service activities (N)","Euro","480.26"
"Median Weekly Earnings","2011","Co. Wicklow","Public administration and defence; compulsory social security (O)","Euro","842.58"
"Median Weekly Earnings","2011","Co. Wicklow","Education (P)","Euro","669.56"
"Median Weekly Earnings","2011","Co. Wicklow","Human health and social work activities (Q)","Euro","537.33"
"Median Weekly Earnings","2011","Co. Wicklow","Industry (B to E)","Euro","668.43"
"Median Weekly Earnings","2011","Co. Wicklow","Financial, insurance and real estate activities (K,L)","Euro","789.26"
"Median Weekly Earnings","2011","Co. Wicklow","Arts, entertainment, recreation and other service activities (R,S)","Euro","328.56"
"Median Weekly Earnings","2011","Co. Westmeath","All NACE economic sectors","Euro","531.77"
"Median Weekly Earnings","2011","Co. Westmeath","Construction (F)","Euro","547.59"
"Median Weekly Earnings","2011","Co. Westmeath","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","379.31"
"Median Weekly Earnings","2011","Co. Westmeath","Transportation and storage (H)","Euro","532.66"
"Median Weekly Earnings","2011","Co. Westmeath","Accommodation and food service activities (I)","Euro","269.77"
"Median Weekly Earnings","2011","Co. Westmeath","Information and communication (J)","Euro","809.09"
"Median Weekly Earnings","2011","Co. Westmeath","Professional, scientific and technical activities (M)","Euro","524.81"
"Median Weekly Earnings","2011","Co. Westmeath","Administrative and support service activities (N)","Euro","379.98"
"Median Weekly Earnings","2011","Co. Westmeath","Public administration and defence; compulsory social security (O)","Euro","775.55"
"Median Weekly Earnings","2011","Co. Westmeath","Education (P)","Euro","748.72"
"Median Weekly Earnings","2011","Co. Westmeath","Human health and social work activities (Q)","Euro","604.19"
"Median Weekly Earnings","2011","Co. Westmeath","Industry (B to E)","Euro","602.68"
"Median Weekly Earnings","2011","Co. Westmeath","Financial, insurance and real estate activities (K,L)","Euro","602.7"
"Median Weekly Earnings","2011","Co. Westmeath","Arts, entertainment, recreation and other service activities (R,S)","Euro","283.65"
"Median Weekly Earnings","2011","Co. Wexford","All NACE economic sectors","Euro","468.8"
"Median Weekly Earnings","2011","Co. Wexford","Construction (F)","Euro","498.22"
"Median Weekly Earnings","2011","Co. Wexford","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","360.68"
"Median Weekly Earnings","2011","Co. Wexford","Transportation and storage (H)","Euro","448.08"
"Median Weekly Earnings","2011","Co. Wexford","Accommodation and food service activities (I)","Euro","254.47"
"Median Weekly Earnings","2011","Co. Wexford","Information and communication (J)","Euro","728.33"
"Median Weekly Earnings","2011","Co. Wexford","Professional, scientific and technical activities (M)","Euro","468"
"Median Weekly Earnings","2011","Co. Wexford","Administrative and support service activities (N)","Euro","379.05"
"Median Weekly Earnings","2011","Co. Wexford","Public administration and defence; compulsory social security (O)","Euro","739.86"
"Median Weekly Earnings","2011","Co. Wexford","Education (P)","Euro","761.17"
"Median Weekly Earnings","2011","Co. Wexford","Human health and social work activities (Q)","Euro","501.59"
"Median Weekly Earnings","2011","Co. Wexford","Industry (B to E)","Euro","559.15"
"Median Weekly Earnings","2011","Co. Wexford","Financial, insurance and real estate activities (K,L)","Euro","574.21"
"Median Weekly Earnings","2011","Co. Wexford","Arts, entertainment, recreation and other service activities (R,S)","Euro","338.93"
"Median Weekly Earnings","2011","Ireland","All NACE economic sectors","Euro","534.84"
"Median Weekly Earnings","2011","Ireland","Construction (F)","Euro","546.72"
"Median Weekly Earnings","2011","Ireland","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","388.68"
"Median Weekly Earnings","2011","Ireland","Transportation and storage (H)","Euro","592.04"
"Median Weekly Earnings","2011","Ireland","Accommodation and food service activities (I)","Euro","290.92"
"Median Weekly Earnings","2011","Ireland","Information and communication (J)","Euro","833.69"
"Median Weekly Earnings","2011","Ireland","Professional, scientific and technical activities (M)","Euro","587.82"
"Median Weekly Earnings","2011","Ireland","Administrative and support service activities (N)","Euro","410.26"
"Median Weekly Earnings","2011","Ireland","Public administration and defence; compulsory social security (O)","Euro","815.14"
"Median Weekly Earnings","2011","Ireland","Education (P)","Euro","745.48"
"Median Weekly Earnings","2011","Ireland","Human health and social work activities (Q)","Euro","587.34"
"Median Weekly Earnings","2011","Ireland","Industry (B to E)","Euro","645.23"
"Median Weekly Earnings","2011","Ireland","Financial, insurance and real estate activities (K,L)","Euro","737.89"
"Median Weekly Earnings","2011","Ireland","Arts, entertainment, recreation and other service activities (R,S)","Euro","335.92"
"Median Weekly Earnings","2012","Co. Clare","All NACE economic sectors","Euro","513.43"
"Median Weekly Earnings","2012","Co. Clare","Construction (F)","Euro","518.98"
"Median Weekly Earnings","2012","Co. Clare","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","347"
"Median Weekly Earnings","2012","Co. Clare","Transportation and storage (H)","Euro","662.54"
"Median Weekly Earnings","2012","Co. Clare","Accommodation and food service activities (I)","Euro","276.83"
"Median Weekly Earnings","2012","Co. Clare","Information and communication (J)","Euro","728.29"
"Median Weekly Earnings","2012","Co. Clare","Professional, scientific and technical activities (M)","Euro","561.7"
"Median Weekly Earnings","2012","Co. Clare","Administrative and support service activities (N)","Euro","432.44"
"Median Weekly Earnings","2012","Co. Clare","Public administration and defence; compulsory social security (O)","Euro","761.8"
"Median Weekly Earnings","2012","Co. Clare","Education (P)","Euro","788.07"
"Median Weekly Earnings","2012","Co. Clare","Human health and social work activities (Q)","Euro","511.31"
"Median Weekly Earnings","2012","Co. Clare","Industry (B to E)","Euro","693.87"
"Median Weekly Earnings","2012","Co. Clare","Financial, insurance and real estate activities (K,L)","Euro","613.74"
"Median Weekly Earnings","2012","Co. Clare","Arts, entertainment, recreation and other service activities (R,S)","Euro","320"
"Median Weekly Earnings","2012","Co. Cork","All NACE economic sectors","Euro","530.71"
"Median Weekly Earnings","2012","Co. Cork","Construction (F)","Euro","554.94"
"Median Weekly Earnings","2012","Co. Cork","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","406.9"
"Median Weekly Earnings","2012","Co. Cork","Transportation and storage (H)","Euro","553.15"
"Median Weekly Earnings","2012","Co. Cork","Accommodation and food service activities (I)","Euro","264.13"
"Median Weekly Earnings","2012","Co. Cork","Information and communication (J)","Euro","754.95"
"Median Weekly Earnings","2012","Co. Cork","Professional, scientific and technical activities (M)","Euro","529.21"
"Median Weekly Earnings","2012","Co. Cork","Administrative and support service activities (N)","Euro","439.17"
"Median Weekly Earnings","2012","Co. Cork","Public administration and defence; compulsory social security (O)","Euro","808.13"
"Median Weekly Earnings","2012","Co. Cork","Education (P)","Euro","748.96"
"Median Weekly Earnings","2012","Co. Cork","Human health and social work activities (Q)","Euro","561.85"
"Median Weekly Earnings","2012","Co. Cork","Industry (B to E)","Euro","773.5"
"Median Weekly Earnings","2012","Co. Cork","Financial, insurance and real estate activities (K,L)","Euro","657.19"
"Median Weekly Earnings","2012","Co. Cork","Arts, entertainment, recreation and other service activities (R,S)","Euro","312.21"
"Median Weekly Earnings","2012","Co. Cavan","All NACE economic sectors","Euro","488.48"
"Median Weekly Earnings","2012","Co. Cavan","Construction (F)","Euro","495.63"
"Median Weekly Earnings","2012","Co. Cavan","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","349.52"
"Median Weekly Earnings","2012","Co. Cavan","Transportation and storage (H)","Euro","462.98"
"Median Weekly Earnings","2012","Co. Cavan","Accommodation and food service activities (I)","Euro","240"
"Median Weekly Earnings","2012","Co. Cavan","Information and communication (J)","Euro","715.06"
"Median Weekly Earnings","2012","Co. Cavan","Professional, scientific and technical activities (M)","Euro","487.09"
"Median Weekly Earnings","2012","Co. Cavan","Administrative and support service activities (N)","Euro","366.8"
"Median Weekly Earnings","2012","Co. Cavan","Public administration and defence; compulsory social security (O)","Euro","782.72"
"Median Weekly Earnings","2012","Co. Cavan","Education (P)","Euro","797.45"
"Median Weekly Earnings","2012","Co. Cavan","Human health and social work activities (Q)","Euro","551.44"
"Median Weekly Earnings","2012","Co. Cavan","Industry (B to E)","Euro","547.38"
"Median Weekly Earnings","2012","Co. Cavan","Financial, insurance and real estate activities (K,L)","Euro","610.33"
"Median Weekly Earnings","2012","Co. Cavan","Arts, entertainment, recreation and other service activities (R,S)","Euro","285.55"
"Median Weekly Earnings","2012","Co. Carlow","All NACE economic sectors","Euro","487.91"
"Median Weekly Earnings","2012","Co. Carlow","Construction (F)","Euro","547.56"
"Median Weekly Earnings","2012","Co. Carlow","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","363.1"
"Median Weekly Earnings","2012","Co. Carlow","Transportation and storage (H)","Euro","459.55"
"Median Weekly Earnings","2012","Co. Carlow","Accommodation and food service activities (I)","Euro","262.7"
"Median Weekly Earnings","2012","Co. Carlow","Information and communication (J)","Euro","741.78"
"Median Weekly Earnings","2012","Co. Carlow","Professional, scientific and technical activities (M)","Euro","499.46"
